age,income,debt_to_income,credit_history_length,num_credit_accounts,payment_history_score,credit_utilization,num_late_payments,employment_years,credit_score,credit_worthy
44,57809.29699857779,0.34379532700283577,19,8,0.5829787425473801,0.3855414992171541,1,23,707,1
76,47935.56494135007,0.9408512545336796,13,8,0.8889221293235542,0.8271608167454442,2,33,639,0
59,55307.24698799257,0.6946339930195439,18,2,0.8131804810615131,0.6390953951057268,1,6,710,1
45,38344.82684776836,0.983066640552066,23,12,0.6384232552740018,0.6419229449311601,1,27,649,0
77,15000.0,0.6266824400336822,19,4,0.8045306935177806,0.7075036282775348,1,36,647,0
33,47314.41675627392,0.6091429268576888,14,7,0.6841925188956213,0.6239518426903912,2,3,646,0
32,78454.9627219988,0.8779247341052455,14,9,0.2826682407269127,0.8275444115817749,0,14,684,1
79,68524.30804483185,0.3615165845629907,19,9,0.7113238351565233,0.36262871952427866,1,21,758,1
79,69307.94969182342,0.406458868059156,23,11,0.627210019663298,0.3676409191260805,1,4,728,1
64,74722.61443612436,0.7072406662348892,16,3,0.9357355563739377,1.0,0,22,719,1
79,51773.15181922875,0.3956008437750621,24,12,0.30441904781605256,0.42914103786283164,2,14,669,1
68,53946.31414811191,0.7478296820012751,13,7,0.8998088916202572,0.49819461108898483,0,30,694,1
61,37646.962091313,0.7540623050872579,22,4,0.7342127784780115,0.7120441624207866,0,8,637,0
72,43678.542879459004,1.3559650881915073,27,9,0.31620487703819494,0.9387380781239384,2,24,622,0
69,62315.42299542283,0.60983668532532,17,7,0.4123792624512749,0.42987095903263517,1,24,644,0
74,74077.68874337632,0.5605889725612834,26,13,0.5156905448272371,0.6396300131370306,1,20,720,1
20,47211.07448638001,0.90969722200214,2,13,0.6427176254757203,0.9720502373622064,1,2,593,0
54,40996.21470297177,0.9944905754676436,21,6,0.4054335354682244,0.73636674841432,2,36,653,1
68,50010.559177131945,0.9127840504207232,23,9,0.8545497003013781,0.7197481073736758,2,21,686,1
24,62024.1349785823,0.547683257406179,6,7,0.8656078190379646,0.6178075129248307,3,6,662,1
38,21122.903677329163,0.4778609088773388,4,11,0.8896715746695169,0.33466067537706595,1,3,592,0
26,15000.0,0.6944035232773776,8,8,0.9965648092400139,0.6888030641525461,1,8,604,0
56,38989.26301016833,1.0243051537835721,11,11,0.400078744058743,0.9459657488680233,5,14,527,0
35,25585.751481716827,0.9938958090798337,9,5,0.7193944935479565,0.9385647626084425,1,0,585,0
21,39837.19604705378,0.085074339527835,3,4,0.5922180264441674,0.3030612019418184,2,3,600,0
42,47044.39362365057,0.499021295497804,24,1,0.38498654114086556,0.5718241151116754,0,24,706,1
77,40935.031819539734,0.539055395962903,5,14,0.8996904954212667,0.6798082191616279,1,19,622,0
31,79049.3506894149,1.1500347474623638,13,8,0.33298812818471685,0.9251465755760484,2,13,618,0
67,56534.8952920464,0.9060074123877242,24,6,0.6411364613904444,0.8330954601165228,1,35,672,1
75,56009.48719221657,0.6389654873489043,14,4,0.49154944933771255,0.3486291092546713,1,21,633,0
26,62444.142880868036,0.0,8,3,0.5774595723361828,0.10834951322488309,1,8,660,1
43,27223.337644384617,0.8264083354660117,24,5,0.4787171382353249,0.48952026908306406,2,6,585,0
70,70782.23574840536,0.18273771321513715,24,4,0.6041678617231834,0.2760650075229712,0,7,763,1
19,48484.7142692908,0.9120320887568174,1,11,0.3262721206627275,0.7311750753916068,1,1,574,0
37,63409.61234482425,0.8700340041684163,11,11,0.980953246618696,0.885827733974718,2,8,661,1
45,28562.855339196893,0.581009773861069,14,7,0.7499193466902517,0.580805199459948,0,24,622,0
64,18924.824679678713,0.3495512460428142,11,6,0.6379967019607559,0.3691816751311094,0,15,611,0
77,66357.79316050057,1.068132313957989,8,3,0.2894682706715007,0.9681979407081525,1,9,584,0
24,57528.19052195033,0.39870458852076257,6,12,0.4281528504077476,0.5009154985283162,0,6,623,0
61,31958.968912849792,0.22438683854766672,20,10,0.23008809127927732,0.4075130704683323,0,30,666,1
78,32606.738374506112,0.979051385088992,1,13,0.8149300374347362,0.7980831083541498,2,11,591,0
25,72508.69568829538,0.9909593592429192,7,11,0.7037037993727239,0.9371423674110473,0,7,644,0
64,26211.762142653442,1.2055757545803176,12,12,0.7590085863609267,0.9090646720566539,0,13,563,0
52,82853.45906511927,0.16290937606865516,12,14,0.4986769410904802,0.2774981977369727,1,31,697,1
31,31987.585307042624,0.10325068312159043,7,1,0.6884466494597694,0.2189577102966357,0,13,650,1
34,62767.83851216766,0.011186083244914203,16,14,0.5894114367948674,0.16581087626862534,1,16,696,1
53,43427.63048502031,0.44142256462652374,12,7,0.741139584572187,0.4592453927730525,1,0,663,1
67,62063.74862164686,0.7637881315179127,3,5,0.7491694462380929,0.7259378186009,0,28,648,0
57,39117.71995771615,0.3650285156440404,5,1,0.2890979868968636,0.2319214151342461,1,3,590,0
21,46744.14187855412,0.8278306205312175,3,1,0.6944240748308789,0.8718376701080109,0,3,604,0
19,50818.38350791442,0.26381991755515083,1,6,0.6455561165260011,0.21948989757285092,0,1,626,0
79,29956.250884370547,0.37333432557918184,11,4,0.566325682676473,0.6053448049517836,2,15,598,0
23,64816.48690840252,1.154897632048574,5,14,0.9684205257138742,0.9175798818160033,1,5,640,0
71,39735.72867056829,0.19564420121543766,16,8,0.43186454252423506,0.35810866478515413,1,20,647,0
59,45428.00169319963,0.3974128441894344,26,2,0.8152180671969261,0.35583998435621317,2,16,727,1
21,30113.012507829753,0.11475521722695498,3,4,0.8917158698138389,0.523589722403785,1,3,614,0
71,15000.0,0.0,25,12,0.4525175330568127,0.31703585553252334,3,12,624,0
46,46179.44474799662,0.62154526871664,14,13,0.15215904347911624,0.6887577553723032,1,28,596,0
35,98252.30843225832,0.580651471392137,17,8,0.7407073370632611,0.5230688725351706,0,17,788,1
43,65692.08575796048,1.1568474156496888,16,12,0.8745810836772376,0.6391132851008131,2,14,645,0
61,49614.79240531211,1.0735688220991857,9,8,0.8454206665222571,0.7792595203351735,1,11,658,1
51,44742.18341583465,0.6016299162631424,22,5,0.6552061969249802,0.6032243327073783,1,14,714,1
27,50449.31785624093,0.0,9,3,0.4318417688568706,0.209222456161425,1,9,623,0
79,60942.3823035042,0.7966834705140813,5,13,0.7849378413740652,0.7978326104380482,1,5,663,1
53,26383.743693823104,0.0,8,4,0.1988075203119927,0.1617136529543306,0,16,579,0
31,72286.43389337744,0.6589098431975795,13,3,0.7179082192875035,0.7286609183953247,0,13,706,1
48,64307.62630882488,0.9106386778241647,15,11,0.7520709172714238,0.8637278120593649,0,8,711,1
65,64363.71451415869,0.2667416551339829,20,2,0.1542162276014608,0.21183702622335135,1,4,692,1
32,58769.51477619455,0.8903088843767626,7,14,0.7984097933407468,0.947063641560152,2,14,638,0
25,50392.3331538798,0.9226622168417133,7,4,0.8551463119008598,0.8915233316401603,1,7,644,0
31,63457.2247193364,0.9969287057311982,4,9,0.8069497284704682,0.9027195826344094,1,13,689,1
40,61836.28267482756,0.39970068646997275,17,6,0.44258113539178784,0.34435322139927405,2,13,667,1
77,42919.18578117953,0.8543577835455117,19,4,0.7623629221680697,0.5929753959341334,2,16,685,1
74,38527.96454206198,0.84856610888939,13,1,0.44475799706051056,0.7765846927810509,0,18,583,0
79,52037.125905239736,0.3966194585972956,1,14,0.7620665746608103,0.5607796159772818,2,32,601,0
57,80980.40302990374,1.0757102137909473,22,7,0.28331513868794894,0.9328591432721922,2,0,667,1
38,25217.85848692198,0.0,20,2,0.2663275723899601,0.03613449763769122,1,12,675,1
33,20649.494684951198,0.0,15,12,0.8886988238785302,0.3029158690382604,0,15,703,1
62,53295.216824730334,0.819175057346214,2,6,0.8321433301661011,0.819665173845615,3,5,594,0
35,51017.75403712036,0.9174786296238917,13,10,0.6503937833701915,0.8957345603760967,2,5,617,0
64,53466.83328740817,0.8980725698336752,28,1,0.28749729790343176,0.6827390667792873,0,32,659,1
70,54879.06395817001,1.1464209813943773,6,13,0.746557553229028,0.8980578973736334,2,29,607,0
41,45535.954907303894,0.26942284182095,14,7,0.8478127187740746,0.2999366386201217,4,23,685,1
43,79797.26877204164,0.23844934364245526,16,4,0.9521132007914538,0.22679750299620866,2,22,787,1
42,17981.92043046969,1.206442491740662,0,11,0.9389880094062906,0.9057997847101985,1,9,517,0
77,33430.05950439508,0.20111809402828404,8,3,0.7113617753631477,0.2816817684920193,3,18,704,1
77,47934.90479701905,0.8525680595718685,21,10,0.5943922041614045,0.6378846521064044,0,27,651,1
77,17136.223776916653,0.6248451944400556,28,7,0.7887084996092237,0.5356698707898255,5,22,630,0
62,46482.91191135858,0.13631529111602517,13,13,0.667788750532889,0.3600181949037608,4,3,656,1
58,83229.40331456036,0.39619048689743436,15,3,0.36176643860403085,0.32621602183386833,1,19,703,1
46,50417.72976591923,0.6886277353291845,27,8,0.7306853520332746,0.5011405020009363,2,18,724,1
32,54614.01811437367,1.0231445744284209,14,11,0.28447698889562867,0.8768368493349206,1,14,614,0
62,24796.704696548393,0.5159675860981451,12,4,0.44925989534365757,0.7956197414974152,3,33,589,0
18,37672.77183921045,0.8058136259659131,0,3,0.6833865497524987,0.7399097889430133,1,0,604,0
42,42496.07239352126,0.39821060632448135,21,7,0.6286136855166042,0.6429417828998633,0,24,711,1
24,43645.698064875316,0.29773225440524986,0,7,0.7031920233864997,0.2619442938582987,3,6,583,0
26,75632.87590007538,0.0,8,9,0.9507799011497896,0.21829384562204834,1,6,738,1
41,61153.82121450249,0.6607465620860368,23,10,0.5447699139512064,0.5758112929704473,2,23,680,1
18,27770.84086125936,0.07595253884391284,0,7,0.14000136041523237,0.29541116542552454,1,0,551,0
61,54930.0955686401,0.2206858888712473,2,6,0.8284430418087748,0.35794698398398944,1,18,689,1
25,59964.434969935704,0.6608704579947102,7,3,0.5129581157592114,0.37897809178593994,1,7,652,1
41,72802.98077042533,0.5555291064180334,23,4,0.8618789833375584,0.470622097720948,4,19,731,1
28,81610.81373136747,0.06561359299059759,1,8,0.7451032966776212,0.05947629679801002,1,10,732,1
68,29698.116163442628,0.7463866175460401,18,6,0.7972335174075802,0.71937188776662,3,16,653,1
34,33782.849775793235,0.6214149582884116,16,9,0.5807541856588059,0.48078641570121794,4,16,588,0
25,24848.442821707675,0.0,7,8,0.9571196147472787,0.12132693539811995,0,7,659,1
52,45319.602817860374,1.2278848304540733,21,14,0.6225055760831728,0.9173444912562013,3,11,629,0
52,59327.16748892669,0.1121623877564275,26,8,0.5705373710802949,0.22227604445318408,2,9,739,1
50,69746.69033178204,0.8498887619734012,7,11,0.4951120571476787,0.8400051971338659,0,0,650,1
76,48480.979527149546,0.05110936657434927,29,10,0.8863510737347516,0.13927916879040497,0,31,782,1
22,43603.04953490312,1.0628229861858414,4,10,0.7885251540245174,0.9550878654441816,1,4,607,0
59,53035.159844974805,0.19364564244041146,14,7,0.48632634042466655,0.127345221938285,3,7,667,1
56,33297.14196739954,0.936227670163411,5,10,0.8980171672170494,0.8008872445345631,2,20,605,0
75,91790.77443389547,0.3159233459973269,22,11,0.9013040011250503,0.39483105875083213,1,21,808,1
58,17846.779457638826,0.7068449235439154,19,1,0.5522898001528983,0.7261903606416534,2,17,599,0
45,53694.81157791449,0.6085237052215084,1,5,0.640056036914375,0.5216056602696062,3,1,633,0
24,90472.12438459278,0.07872710011297472,6,14,0.36543482194363197,0.20671105024985306,1,6,693,1
26,50135.99689119995,0.8344276082152486,8,7,0.659944100749811,0.86161651258989,5,2,630,0
25,46199.21929997011,0.013536705468080681,7,10,0.2739171295466449,0.2280138320854715,0,7,601,0
29,42851.09154379146,1.236378932763997,11,9,0.5385702382111887,1.0,0,11,569,0
51,46392.16636475184,0.10834975287536705,11,12,0.8854124266229644,0.1758406539634105,2,29,700,1
50,77456.9694935306,0.684908088364048,2,4,0.6264646590545466,0.5499433192881134,2,27,609,0
65,15000.0,0.8921627874913921,9,8,0.455138792651269,0.8083403265849503,0,35,545,0
72,80668.6740259265,0.38823352278425727,13,1,0.7889007607182574,0.3967002137489263,2,25,741,1
40,21520.8569509971,0.4393378819087951,22,4,0.545113577445536,0.29825497973702336,5,22,620,0
79,44666.953415311706,0.8718041810773232,21,4,0.3462501497437957,0.825088780776175,0,7,652,1
41,41415.11159402676,1.0215947428388292,23,2,0.8627131771557504,0.667470432802251,0,9,718,1
54,61771.06539541439,1.215655501159377,13,11,0.9163056545051436,0.9061552166118509,1,13,670,1
52,18037.512962325047,0.4520247565088006,2,11,0.4302145874143987,0.4956336736539403,1,34,532,0
61,59243.45332163886,0.4961797757490861,0,3,0.42371074955277405,0.7154641165712139,3,14,578,0
57,90486.19246573705,0.36793822711058444,19,3,0.8192884498956515,0.5681328604760019,5,16,737,1
39,22736.51990814379,0.3762165005332844,0,9,0.17888671590635322,0.3001713162379467,2,17,531,0
44,53794.12335220791,0.9546215608703205,1,7,0.5462402946571792,0.7830307189002685,2,26,564,0
52,36760.35644406782,0.5376485506969069,18,2,0.5839672381019901,0.30223186161226995,2,34,656,1
18,58517.74412386071,0.6277087528381573,0,9,0.6564331304989947,0.43187185571891784,0,0,647,0
52,50382.95554831504,0.38911128665501266,9,8,0.7854667198079234,0.5715426328246104,2,22,607,0
54,37170.26181911381,0.9995576182940543,3,6,0.5543269353273149,0.6356296332258697,0,34,586,0
64,59757.44569742148,0.9987371205364695,3,6,0.5742724787205415,0.8482554833831579,2,38,574,0
31,86086.96219573487,0.8595867442265134,12,12,0.825918832532075,0.8432878420189392,1,13,666,1
20,46181.924165454024,0.80804562860926,2,2,0.6307477422497815,0.6432861208668927,1,2,559,0
18,64395.15884296364,0.9662946375063906,0,13,0.9094700902252676,0.8890806101753357,1,0,633,0
22,24134.540842576727,0.5912874159550467,4,3,0.6449120720087966,0.7977831593532425,4,4,546,0
43,30871.272463639823,0.04014266675278877,15,6,0.34019237459054397,0.2757944059536695,0,15,681,1
72,59448.12555760755,0.3322800744089281,17,14,0.79515452217728,0.11653327742729747,3,39,741,1
31,79682.3205707193,0.02479065173469637,2,12,0.8015456428186981,0.1868186309674214,3,13,673,1
56,57112.2669757132,0.6808789947963747,19,3,0.8555961814932206,0.5169988902540053,2,5,700,1
44,43738.839389536915,0.8953617579959882,19,11,0.8648215014246057,0.7870623583258444,0,1,708,1
26,49985.82810846708,0.3401320684968179,8,11,0.2514747288605668,0.5132019851710173,0,8,603,0
32,24991.84532060565,0.43942182193811696,14,7,0.6338313751720611,0.46193631450995465,1,8,668,1
32,62090.306527107336,1.2864639471688515,14,14,0.7614796879895411,0.7820500514362929,3,14,631,0
43,67646.66124646818,0.9736901490011008,25,5,0.9462391326352777,0.7854885691820706,1,16,743,1
59,40958.1933433384,0.6095135175766667,25,4,0.4976274190172039,0.6272267318101838,2,26,667,1
77,40599.15704480997,0.5583627754515599,21,8,0.87633547146954,0.4903588424008761,2,28,698,1
30,55317.56459304097,0.16319650601420205,12,11,0.5194831577838482,0.29254627564999247,0,12,702,1
68,41265.605279188094,0.08473698348928776,2,11,0.8328829104304083,0.18160229081591805,2,21,630,0
49,48677.347707483554,0.0,10,2,0.5806884347442898,0.24188373749132502,1,23,679,1
56,91994.43578333031,0.37689218768958654,24,3,0.6719788373953857,0.44081492090655156,1,6,784,1
66,45059.485985080064,0.6640577475266038,9,10,0.6517656247765885,0.6899663174399138,0,33,641,0
69,42833.19695957556,0.0,15,12,0.7339150752621854,0.22007548126145796,4,11,702,1
78,37049.16388729682,0.23026893847424873,7,4,0.4449001288164138,0.3959169583332803,0,22,625,0
49,64883.839429998734,0.0466593261493774,8,12,0.7147569023346505,0.4451580411337858,1,14,706,1
21,46375.516535637944,0.6610481224106897,3,10,0.4032492465336638,0.829467653088624,0,3,617,0
47,37012.53923357148,0.8601431640426309,20,14,0.9274336803544213,0.7180807641698979,5,12,659,1
54,76426.08064546024,0.5883354412328377,2,6,0.6196798137942386,0.742429350179372,0,22,654,1
40,78392.06009027275,0.25126591272927623,3,5,0.4626776176556127,0.3317651053369756,1,22,657,1
56,37991.5286852259,0.45434365776021074,29,5,0.8172141598923276,0.5696182579979504,2,31,745,1
62,15000.0,0.07883293313583456,12,7,0.6826488081847324,0.35397165134560843,2,34,604,0
32,70150.27379673845,0.34084143738590433,11,8,0.5142284797838408,0.46146904885644874,2,0,684,1
60,36307.40348479992,1.094844080667658,20,6,0.676406052348989,1.0,2,4,625,0
46,65812.51198325538,1.0249656834976189,8,14,0.8759506132705056,0.944920815498471,0,12,667,1
53,15000.0,0.7037040961043183,24,3,0.6283103142678816,0.5917062965320677,0,4,667,1
30,67851.94676598618,1.015884097784297,12,4,0.8919272885946194,0.8703184722030067,2,12,656,1
49,25776.561414384374,0.7249494470318596,18,14,0.7035136383313654,0.7700897671266249,4,20,594,0
24,64615.282381330486,0.05103345993463888,6,1,0.6119520275057145,0.09775070172758726,2,6,654,1
76,50285.46135672868,1.2267438670483306,15,14,0.3520680584747761,0.9807621908363753,3,17,577,0
68,30921.2116120671,0.0,21,11,0.8058181256166738,0.2527397888120909,2,20,728,1
39,41859.27374146439,0.9216761009965958,19,14,0.7730953951491356,0.7545766819452135,1,9,644,0
45,63726.36913913402,0.2943166756040081,4,5,0.7049133994963588,0.49310007509646314,3,23,616,0
19,52117.88906230468,0.3583375242982714,1,13,0.5738889759015618,0.5277120409661418,1,1,602,0
59,61688.259609449684,0.8703530619942077,9,12,0.8746789309930172,0.7784743600559787,1,20,671,1
62,89528.81169030971,0.31322673604875567,17,10,0.6056858194478784,0.5412128777859639,0,24,751,1
79,18715.167765778973,0.14308284441753238,10,8,0.6232971819740551,0.46053278516073665,0,22,641,0
74,82344.25149937248,0.6142510104949824,6,3,0.9294158724593014,0.36003388089872157,0,21,734,1
70,52087.11875046426,0.4244883377618328,13,10,0.9162299346758698,0.34986371971610486,1,3,722,1
23,32024.319033537435,1.077464018372254,5,13,0.11025914321494923,1.0,1,5,492,0
45,23393.727485220203,0.9691854530344507,17,4,0.8084467637554058,0.8788791962829123,2,5,648,0
45,46217.59218445933,0.5321015803559689,10,13,0.9065102094272471,0.5866386411601624,0,27,676,1
61,68433.00223848919,0.24336265293921547,21,4,0.8336810392261774,0.3080381446752808,0,30,781,1
61,47449.017592449316,1.0221327810226408,26,6,0.8519994672903702,0.7942627104086841,2,34,690,1
37,80223.09860494695,0.16881647603417807,11,9,0.25906026341913485,0.2987406344946254,1,19,697,1
47,20976.48619896882,0.2880237591743398,17,10,0.5799746213191708,0.21295816722578298,1,22,639,0
79,49758.221043078905,0.4234136221995533,25,3,0.7845975871580612,0.4438650174706593,0,5,726,1
28,24952.131111737617,0.9743311082814086,1,4,0.9448983720666375,0.8761027958553159,2,10,571,0
75,57272.637652499354,0.04753715706476118,22,6,0.6424542865807886,0.2722017555359322,0,1,767,1
72,67737.74780194601,0.2785886505622588,0,6,0.3675239242102139,0.29308240630796256,1,23,654,1
45,41584.764126378934,0.657510738626296,22,7,0.46662696680418386,0.702134499972032,2,16,640,0
42,15000.0,0.4353988782888523,9,1,0.9046629420287285,0.42783559264621374,2,0,636,0
56,53978.96293592989,0.6828501703286173,20,14,0.6456727266460278,0.7428490165704777,1,5,688,1
79,58734.77103467019,0.5645311182161868,0,14,0.9197374032625321,0.5462659735746568,0,4,657,1
50,58085.89509923395,0.504114487900112,5,9,0.8240138472764219,0.553444014123269,0,28,672,1
18,74715.64383644308,0.25011663770464176,0,2,0.6822517659299271,0.11500838114194524,3,0,660,1
74,28578.926407019022,0.13477502494105253,16,14,0.9569988687327541,0.1584608566751904,2,38,705,1
44,63604.32210900899,0.8868911512111755,8,4,0.7864266179306036,0.8636071356146158,2,2,606,0
79,73850.15024955949,1.1151870223077145,6,3,0.4998291691802997,0.862855360547674,0,0,593,0
74,15000.0,0.26640665078294273,16,3,0.6829830428278987,0.4367773235832607,0,26,634,0
69,56393.036518379544,0.1611445012321569,2,11,0.5181343745906671,0.2582601837430588,5,23,624,0
30,39916.40337984657,0.13521258233227723,12,5,0.9522844853736864,0.3095573161103902,0,12,715,1
58,48369.54653796708,0.6720447322767213,4,7,0.924146522982414,0.8026694990818808,1,7,638,0
20,56953.52967076673,0.8365316276590454,2,13,0.9563666378333386,0.645187254036618,1,1,666,1
56,40255.42871772895,0.41633088321784895,17,12,0.850453343699262,0.4316087164273805,2,29,675,1
23,36485.838416767765,0.9442901412340685,0,7,0.2826321417532572,0.7704220362635463,2,5,525,0
25,50683.048349760495,0.8569825294511543,3,14,0.38000480450335,0.6905320316901068,2,7,559,0
44,28255.08122274395,1.138048456875548,22,14,0.6306947788760011,0.865797217689849,0,26,625,0
26,28283.497422296292,0.0,8,7,0.9549335569027531,0.29861542397014107,3,0,688,1
79,63587.465659130066,0.3038295269086656,19,3,0.3227487233867367,0.45563858823172987,2,37,675,1
54,27024.119296826877,0.12504192446154924,8,9,0.9061447124258808,0.2897028289557144,2,12,657,1
50,63326.25001818424,0.9580688834908276,29,6,0.7288616931691237,0.8862178908435668,2,10,713,1
68,59251.82585707902,1.1434039375231313,7,11,0.3111568455752944,0.7985265840117919,1,9,578,0
59,15483.865424188065,0.7232899269970631,7,12,0.45444481167895734,0.6445936554814542,2,25,555,0
61,36448.7069532869,0.03803505300085564,4,11,0.5579135669549485,0.2091291750993146,0,19,617,0
41,73882.18806094745,0.3276896033171486,11,10,0.8003273204025672,0.38044879830482486,1,16,697,1
32,30376.689377206367,0.3204065267395565,0,11,0.7501918302411531,0.3111205875279225,1,14,606,0
76,40711.91475381225,0.8272795513241007,14,8,0.9243964150328825,0.7421468694457486,1,3,653,1
71,59241.21786503793,0.40297075008027966,24,14,0.6927524782389124,0.4431173714478214,0,4,755,1
49,65667.8101856519,0.1329553462831089,17,14,0.605746373457023,0.26557951249484807,0,22,752,1
49,44969.22227911009,1.048599355279179,5,1,0.9162715486834194,0.8988178248491134,2,9,582,0
41,38049.79610616717,0.2550731809373014,9,4,0.6964754206900724,0.3365456773643969,0,23,639,0
58,78447.39723397016,0.6204387673271072,13,7,0.9107847804390744,0.4043421319676567,0,32,731,1
69,84777.99327595158,0.2079250062855051,20,12,0.5012863219705324,0.355081571491736,6,25,708,1
66,69577.16101563591,0.9400126739013142,25,9,0.8879740229216719,0.9736656639462233,0,28,738,1
79,51706.36285130048,0.6560395173577401,28,12,0.8735499419109181,0.6485765080222681,1,26,756,1
66,33834.68556718147,1.1742205820141272,7,3,0.7862754733826898,0.7749747423900893,1,17,594,0
75,33391.1118688687,0.6795547403004891,26,12,0.41878164193429285,0.6503365250213624,3,39,652,1
69,60450.28210531515,0.9874847879604387,2,11,0.7162517822378988,0.8129222789807713,2,9,592,0
29,58367.96441777368,1.2518839023937354,11,12,0.22544971588657198,0.911173487558098,3,4,545,0
79,78031.97185892859,0.8060276975926952,21,6,0.8207079125620753,0.5674860216889146,1,9,725,1
56,63009.00185072278,1.0925182647640979,25,8,0.7710629151157414,1.0,0,20,701,1
19,19938.39396480364,0.308581543776706,1,11,0.6209603327899744,0.40679391170526935,2,1,575,0
20,71038.95235445836,0.5498151896639835,2,3,0.7522464380139539,0.5766784212151035,0,2,664,1
66,30038.787453711742,0.10421364126511383,11,6,0.5589620067069337,0.12792580467344128,3,2,621,0
54,42320.57456095297,0.778681827246528,14,9,0.5579674627250263,0.611137536828042,5,36,598,0
66,55004.00412503389,0.9233942203262302,27,9,0.5923556895886017,0.8905518912144281,2,30,670,1
73,89913.34979567929,1.0496777724910198,6,6,0.8868323076085092,0.7101504550828571,4,36,638,0
34,112198.37112010721,0.2653731891253314,16,5,0.6853595183058873,0.2993960257740703,1,1,804,1
76,62134.46118272365,0.4796031652076477,3,1,0.1375395073299715,0.4896467193105336,2,1,583,0
66,46336.067625592244,0.1529899669343564,20,3,0.9443017764565446,0.3808151636795073,1,38,738,1
19,60690.11296961101,0.8301479401095313,1,3,0.7389488200508452,0.5949758843889763,4,1,603,0
19,67753.10851747672,0.41851028535345525,1,12,0.8622947301990362,0.2638394435356858,2,1,664,1
45,43586.647488856164,1.0700177990352797,15,4,0.5580344354102388,0.9691772825766818,1,27,617,0
